,X,Director,Category,Cast1,Cast2,Cast3,Duration,Rating
5317,33,Justin Lin,Action | Crime | Thriller,Vin Diesel,Paul Walker,Dwayne Johnson,131 mins.,7.3
5318,36,Cameron Crowe,Comedy | Drama | Family,Matt Damon,Scarlett Johansson,Thomas Haden Church,124 mins.,7.1
5319,39,Shawn Levy,Action | Drama | Sci-Fi | Sport,Hugh Jackman,Evangeline Lilly,Dakota Goyo,127 mins.,7.1
5320,41,Steve McQueen,Drama,Michael Fassbender,Carey Mulligan,James Badge Dale,101 mins.,7.3
5321,42,Duncan Jones,Mystery | Sci-Fi | Thriller,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,93 mins.,7.5
5322,43,Jennifer Yuh,Animation | Action | Adventure | Comedy | Drama | Family,Jack Black,Angelina Jolie,Jackie Chan,91 mins.,7.3
5323,46,Sarah Smith,Animation | Adventure | Comedy | Drama | Family | Fantasy,Barry Cook,James McAvoy,Jim Broadbent,97 mins.,7.1
5324,47,Lone Scherfig,Drama | Romance,Anne Hathaway,Jim Sturgess,Patricia Clarkson,107 mins.,7
5325,48,Lars von Trier,Drama | Sci-Fi,Kirsten Dunst,Charlotte Gainsbourg,Kiefer Sutherland,130 mins.,7.1
5326,49,Cary Joji Fukunaga,Drama | Romance,Mia Wasikowska,Michael Fassbender,Jamie Bell,120 mins.,7.4
5327,4,Gavin O'Connor,Drama | Sport,Tom Hardy,Nick Nolte,Joel Edgerton,140 mins.,8.2
5328,5,Olivier Nakache,Biography | Comedy | Drama,Eric Toledano,François Cluzet,Omar Sy,112 mins.,8.6
5329,7,Kenneth Branagh,Action | Adventure | Fantasy,Chris Hemsworth,Anthony Hopkins,Natalie Portman,115 mins.,7
5330,8,Tate Taylor,Drama,Emma Stone,Viola Davis,Octavia Spencer,146 mins.,8.1
5331,10,Glenn Ficarra,Comedy | Drama | Romance,John Requa,Steve Carell,Ryan Gosling,118 mins.,7.4
5332,12,Martin Scorsese,Adventure | Drama | Family | Mystery,Asa Butterfield,Chloë Grace Moretz,Christopher Lee,126 mins.,7.6
5333,13,Brad Bird,Action | Adventure | Thriller,Tom Cruise,Jeremy Renner,Simon Pegg,133 mins.,7.4
5334,15,Matthew Vaughn,Action | Adventure | Sci-Fi,James McAvoy,Michael Fassbender,Jennifer Lawrence,132 mins.,7.8
5335,16,Nicolas Winding Refn,Crime | Drama,Ryan Gosling,Carey Mulligan,Bryan Cranston,100 mins.,7.8
5336,17,J.J. Abrams,Action | Mystery | Sci-Fi | Thriller,Elle Fanning,AJ Michalka,Kyle Chandler,112 mins.,7.1
5337,18,Steven Spielberg,Animation | Action | Adventure | Family | Mystery,Jamie Bell,Andy Serkis,Daniel Craig,107 mins.,7.4
5338,19,Neil Burger,Mystery | Sci-Fi | Thriller,Bradley Cooper,Anna Friel,Abbie Cornish,105 mins.,7.4
5339,23,Woody Allen,Comedy | Fantasy | Romance,Owen Wilson,Rachel McAdams,Kathy Bates,94 mins.,7.7
5340,24,Tomas Alfredson,Drama | Mystery | Thriller,Gary Oldman,Colin Firth,Tom Hardy,127 mins.,7.1
5341,25,Lynne Ramsay,Drama,Tilda Swinton,John C. Reilly,Ezra Miller,112 mins.,7.5
5342,29,Guy Ritchie,Action | Adventure | Crime | Mystery | Thriller,Robert Downey Jr.,Jude Law,Jared Harris,129 mins.,7.5
5343,32,Justin Lin,Action | Crime | Thriller,Vin Diesel,Paul Walker,Dwayne Johnson,131 mins.,7.3
5344,35,Cameron Crowe,Comedy | Drama | Family,Matt Damon,Scarlett Johansson,Thomas Haden Church,124 mins.,7.1
5345,38,Shawn Levy,Action | Drama | Sci-Fi | Sport,Hugh Jackman,Evangeline Lilly,Dakota Goyo,127 mins.,7.1
5346,40,Steve McQueen,Drama,Michael Fassbender,Carey Mulligan,James Badge Dale,101 mins.,7.3
5347,41,Duncan Jones,Mystery | Sci-Fi | Thriller,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,93 mins.,7.5
5348,42,Jennifer Yuh,Animation | Action | Adventure | Comedy | Drama | Family,Jack Black,Angelina Jolie,Jackie Chan,91 mins.,7.3
5349,45,Sarah Smith,Animation | Adventure | Comedy | Drama | Family | Fantasy,Barry Cook,James McAvoy,Jim Broadbent,97 mins.,7.1
5350,46,Lone Scherfig,Drama | Romance,Anne Hathaway,Jim Sturgess,Patricia Clarkson,107 mins.,7
5351,47,Lars von Trier,Drama | Sci-Fi,Kirsten Dunst,Charlotte Gainsbourg,Kiefer Sutherland,130 mins.,7.1
5352,48,Cary Joji Fukunaga,Drama | Romance,Mia Wasikowska,Michael Fassbender,Jamie Bell,120 mins.,7.4
5353,3,Gavin O'Connor,Drama | Sport,Tom Hardy,Nick Nolte,Joel Edgerton,140 mins.,8.2
5354,4,Olivier Nakache,Biography | Comedy | Drama,Eric Toledano,François Cluzet,Omar Sy,112 mins.,8.6
5355,6,Kenneth Branagh,Action | Adventure | Fantasy,Chris Hemsworth,Anthony Hopkins,Natalie Portman,115 mins.,7
5356,7,Tate Taylor,Drama,Emma Stone,Viola Davis,Octavia Spencer,146 mins.,8.1
5357,9,Glenn Ficarra,Comedy | Drama | Romance,John Requa,Steve Carell,Ryan Gosling,118 mins.,7.4
5358,11,Martin Scorsese,Adventure | Drama | Family | Mystery,Asa Butterfield,Chloë Grace Moretz,Christopher Lee,126 mins.,7.6
5359,12,Brad Bird,Action | Adventure | Thriller,Tom Cruise,Jeremy Renner,Simon Pegg,133 mins.,7.4
5360,14,Matthew Vaughn,Action | Adventure | Sci-Fi,James McAvoy,Michael Fassbender,Jennifer Lawrence,132 mins.,7.8
5361,15,Nicolas Winding Refn,Crime | Drama,Ryan Gosling,Carey Mulligan,Bryan Cranston,100 mins.,7.8
5362,16,J.J. Abrams,Action | Mystery | Sci-Fi | Thriller,Elle Fanning,AJ Michalka,Kyle Chandler,112 mins.,7.1
5363,17,Steven Spielberg,Animation | Action | Adventure | Family | Mystery,Jamie Bell,Andy Serkis,Daniel Craig,107 mins.,7.4
5364,18,Neil Burger,Mystery | Sci-Fi | Thriller,Bradley Cooper,Anna Friel,Abbie Cornish,105 mins.,7.4
5365,22,Woody Allen,Comedy | Fantasy | Romance,Owen Wilson,Rachel McAdams,Kathy Bates,94 mins.,7.7
5366,23,Tomas Alfredson,Drama | Mystery | Thriller,Gary Oldman,Colin Firth,Tom Hardy,127 mins.,7.1
5367,24,Lynne Ramsay,Drama,Tilda Swinton,John C. Reilly,Ezra Miller,112 mins.,7.5
5368,28,Guy Ritchie,Action | Adventure | Crime | Mystery | Thriller,Robert Downey Jr.,Jude Law,Jared Harris,129 mins.,7.5
5369,31,Justin Lin,Action | Crime | Thriller,Vin Diesel,Paul Walker,Dwayne Johnson,131 mins.,7.3
5370,34,Cameron Crowe,Comedy | Drama | Family,Matt Damon,Scarlett Johansson,Thomas Haden Church,124 mins.,7.1
5371,37,Shawn Levy,Action | Drama | Sci-Fi | Sport,Hugh Jackman,Evangeline Lilly,Dakota Goyo,127 mins.,7.1
5372,39,Steve McQueen,Drama,Michael Fassbender,Carey Mulligan,James Badge Dale,101 mins.,7.3
5373,40,Duncan Jones,Mystery | Sci-Fi | Thriller,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,93 mins.,7.5
5374,41,Jennifer Yuh,Animation | Action | Adventure | Comedy | Drama | Family,Jack Black,Angelina Jolie,Jackie Chan,91 mins.,7.3
5375,44,Sarah Smith,Animation | Adventure | Comedy | Drama | Family | Fantasy,Barry Cook,James McAvoy,Jim Broadbent,97 mins.,7.1
5376,45,Lone Scherfig,Drama | Romance,Anne Hathaway,Jim Sturgess,Patricia Clarkson,107 mins.,7
5377,46,Lars von Trier,Drama | Sci-Fi,Kirsten Dunst,Charlotte Gainsbourg,Kiefer Sutherland,130 mins.,7.1
5378,47,Cary Joji Fukunaga,Drama | Romance,Mia Wasikowska,Michael Fassbender,Jamie Bell,120 mins.,7.4
5379,1,Quentin Tarantino,Drama | Western,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,165 mins.,8.5
5380,2,Gary Ross,Adventure | Drama | Sci-Fi | Thriller,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,142 mins.,7.3
5381,3,Jason Moore,Comedy | Music | Romance,Anna Kendrick,Brittany Snow,Rebel Wilson,112 mins.,7.2
5382,4,Peter Jackson,Adventure | Fantasy,Martin Freeman,Ian McKellen,Richard Armitage,169 mins.,7.9
5383,5,Christopher Nolan,Action | Thriller,Christian Bale,Tom Hardy,Anne Hathaway,164 mins.,8.5
5384,6,Sam Mendes,Action | Adventure | Thriller,Daniel Craig,Javier Bardem,Naomie Harris,143 mins.,7.8
5385,7,Joss Whedon,Action | Sci-Fi | Thriller,Robert Downey Jr.,Chris Evans,Scarlett Johansson,143 mins.,8.1
5386,8,Tom Hooper,Drama | Musical | Romance,Hugh Jackman,Russell Crowe,Anne Hathaway,158 mins.,7.6
5387,9,David O. Russell,Comedy | Drama | Romance,Bradley Cooper,Jennifer Lawrence,Robert De Niro,122 mins.,7.8
5388,12,Seth MacFarlane,Comedy | Fantasy,Mark Wahlberg,Mila Kunis,Seth MacFarlane,106 mins.,7
5389,13,Ridley Scott,Adventure | Mystery | Sci-Fi,Noomi Rapace,Logan Marshall-Green,Michael Fassbender,124 mins.,7
5390,14,Marc Webb,Action | Adventure | Fantasy,Andrew Garfield,Emma Stone,Rhys Ifans,136 mins.,7.1
5391,16,Rich Moore,Animation | Adventure | Comedy | Family,John C. Reilly,Jack McBrayer,Jane Lynch,101 mins.,7.8
5392,17,Rian Johnson,Action | Crime | Sci-Fi | Thriller,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,119 mins.,7.5
5393,18,Stephen Chbosky,Drama | Romance,Logan Lerman,Emma Watson,Ezra Miller,102 mins.,8
5394,21,Tom Tykwer,Drama | Sci-Fi,Andy Wachowski,Tom Hanks,Halle Berry,172 mins.,7.5
5395,22,John Hillcoat,Crime | Drama,Tom Hardy,Shia LaBeouf,Guy Pearce,116 mins.,7.3
5396,23,Phil Lord,Action | Comedy | Crime,Christopher Miller,Jonah Hill,Channing Tatum,109 mins.,7.2
5397,24,Mark Andrews,Animation | Adventure | Comedy | Family | Fantasy,Brenda Chapman,Kelly Macdonald,Billy Connolly,93 mins.,7.2
5398,25,Genndy Tartakovsky,Animation | Comedy | Family | Fantasy,Adam Sandler,Kevin James,Andy Samberg,91 mins.,7.1
5399,26,Steven Spielberg,Biography | Drama | History | War,Daniel Day-Lewis,Sally Field,David Strathairn,150 mins.,7.4
5400,32,Josh Boone,Comedy | Drama | Romance,Greg Kinnear,Jennifer Connelly,Lily Collins,97 mins.,7.3
5401,34,Thomas Vinterberg,Drama,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,115 mins.,8.3
5402,35,Kathryn Bigelow,Drama | History | Thriller,Jessica Chastain,Joel Edgerton,Chris Pratt,157 mins.,7.4
5403,36,Wes Anderson,Adventure | Comedy | Drama | Romance,Jared Gilman,Kara Hayward,Bruce Willis,94 mins.,7.8
5404,37,Christopher McQuarrie,Action | Crime | Mystery | Thriller,Tom Cruise,Rosamund Pike,Richard Jenkins,130 mins.,7
5405,38,Ben Affleck,Biography | Drama | History | Thriller,Ben Affleck,Bryan Cranston,John Goodman,120 mins.,7.8
5406,39,Ang Lee,Adventure | Drama | Fantasy,Suraj Sharma,Irrfan Khan,Adil Hussain,127 mins.,8
5407,40,Jon Kasdan,Comedy | Drama | Romance,Dylan O'Brien,Britt Robertson,Victoria Justice,95 mins.,7
5408,41,Peter Ramsey,Animation | Adventure | Family | Fantasy,Hugh Jackman,Alec Baldwin,Isla Fisher,97 mins.,7.3
5409,45,Drew Goddard,Horror | Mystery | Thriller,Kristen Connolly,Chris Hemsworth,Anna Hutchison,95 mins.,7
5410,49,David Ayer,Crime | Drama | Thriller,Jake Gyllenhaal,Michael Peña,Anna Kendrick,109 mins.,7.7
5411,1,Gary Ross,Adventure | Drama | Sci-Fi | Thriller,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,142 mins.,7.3
5412,2,Jason Moore,Comedy | Music | Romance,Anna Kendrick,Brittany Snow,Rebel Wilson,112 mins.,7.2
5413,3,Peter Jackson,Adventure | Fantasy,Martin Freeman,Ian McKellen,Richard Armitage,169 mins.,7.9
5414,4,Christopher Nolan,Action | Thriller,Christian Bale,Tom Hardy,Anne Hathaway,164 mins.,8.5
5415,5,Sam Mendes,Action | Adventure | Thriller,Daniel Craig,Javier Bardem,Naomie Harris,143 mins.,7.8
5416,6,Joss Whedon,Action | Sci-Fi | Thriller,Robert Downey Jr.,Chris Evans,Scarlett Johansson,143 mins.,8.1
5417,7,Tom Hooper,Drama | Musical | Romance,Hugh Jackman,Russell Crowe,Anne Hathaway,158 mins.,7.6
5418,8,David O. Russell,Comedy | Drama | Romance,Bradley Cooper,Jennifer Lawrence,Robert De Niro,122 mins.,7.8
5419,11,Seth MacFarlane,Comedy | Fantasy,Mark Wahlberg,Mila Kunis,Seth MacFarlane,106 mins.,7
5420,12,Ridley Scott,Adventure | Mystery | Sci-Fi,Noomi Rapace,Logan Marshall-Green,Michael Fassbender,124 mins.,7
5421,13,Marc Webb,Action | Adventure | Fantasy,Andrew Garfield,Emma Stone,Rhys Ifans,136 mins.,7.1
5422,15,Rich Moore,Animation | Adventure | Comedy | Family,John C. Reilly,Jack McBrayer,Jane Lynch,101 mins.,7.8
5423,16,Rian Johnson,Action | Crime | Sci-Fi | Thriller,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,119 mins.,7.5
5424,17,Stephen Chbosky,Drama | Romance,Logan Lerman,Emma Watson,Ezra Miller,102 mins.,8
5425,20,Tom Tykwer,Drama | Sci-Fi,Andy Wachowski,Tom Hanks,Halle Berry,172 mins.,7.5
5426,21,John Hillcoat,Crime | Drama,Tom Hardy,Shia LaBeouf,Guy Pearce,116 mins.,7.3
5427,22,Phil Lord,Action | Comedy | Crime,Christopher Miller,Jonah Hill,Channing Tatum,109 mins.,7.2
5428,23,Mark Andrews,Animation | Adventure | Comedy | Family | Fantasy,Brenda Chapman,Kelly Macdonald,Billy Connolly,93 mins.,7.2
5429,24,Genndy Tartakovsky,Animation | Comedy | Family | Fantasy,Adam Sandler,Kevin James,Andy Samberg,91 mins.,7.1
5430,25,Steven Spielberg,Biography | Drama | History | War,Daniel Day-Lewis,Sally Field,David Strathairn,150 mins.,7.4
5431,31,Josh Boone,Comedy | Drama | Romance,Greg Kinnear,Jennifer Connelly,Lily Collins,97 mins.,7.3
5432,33,Thomas Vinterberg,Drama,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,115 mins.,8.3
5433,34,Kathryn Bigelow,Drama | History | Thriller,Jessica Chastain,Joel Edgerton,Chris Pratt,157 mins.,7.4
5434,35,Wes Anderson,Adventure | Comedy | Drama | Romance,Jared Gilman,Kara Hayward,Bruce Willis,94 mins.,7.8
5435,36,Christopher McQuarrie,Action | Crime | Mystery | Thriller,Tom Cruise,Rosamund Pike,Richard Jenkins,130 mins.,7
5436,37,Ben Affleck,Biography | Drama | History | Thriller,Ben Affleck,Bryan Cranston,John Goodman,120 mins.,7.8
5437,38,Ang Lee,Adventure | Drama | Fantasy,Suraj Sharma,Irrfan Khan,Adil Hussain,127 mins.,8
5438,39,Jon Kasdan,Comedy | Drama | Romance,Dylan O'Brien,Britt Robertson,Victoria Justice,95 mins.,7
5439,40,Peter Ramsey,Animation | Adventure | Family | Fantasy,Hugh Jackman,Alec Baldwin,Isla Fisher,97 mins.,7.3
5440,44,Drew Goddard,Horror | Mystery | Thriller,Kristen Connolly,Chris Hemsworth,Anna Hutchison,95 mins.,7
5441,48,David Ayer,Crime | Drama | Thriller,Jake Gyllenhaal,Michael Peña,Anna Kendrick,109 mins.,7.7
5442,50,Derek Cianfrance,Crime | Drama | Thriller,Ryan Gosling,Bradley Cooper,Eva Mendes,140 mins.,7.3
5443,1,Jason Moore,Comedy | Music | Romance,Anna Kendrick,Brittany Snow,Rebel Wilson,112 mins.,7.2
5444,2,Peter Jackson,Adventure | Fantasy,Martin Freeman,Ian McKellen,Richard Armitage,169 mins.,7.9
5445,3,Christopher Nolan,Action | Thriller,Christian Bale,Tom Hardy,Anne Hathaway,164 mins.,8.5
5446,4,Sam Mendes,Action | Adventure | Thriller,Daniel Craig,Javier Bardem,Naomie Harris,143 mins.,7.8
5447,5,Joss Whedon,Action | Sci-Fi | Thriller,Robert Downey Jr.,Chris Evans,Scarlett Johansson,143 mins.,8.1
5448,6,Tom Hooper,Drama | Musical | Romance,Hugh Jackman,Russell Crowe,Anne Hathaway,158 mins.,7.6
5449,7,David O. Russell,Comedy | Drama | Romance,Bradley Cooper,Jennifer Lawrence,Robert De Niro,122 mins.,7.8
5450,10,Seth MacFarlane,Comedy | Fantasy,Mark Wahlberg,Mila Kunis,Seth MacFarlane,106 mins.,7
5451,11,Ridley Scott,Adventure | Mystery | Sci-Fi,Noomi Rapace,Logan Marshall-Green,Michael Fassbender,124 mins.,7
5452,12,Marc Webb,Action | Adventure | Fantasy,Andrew Garfield,Emma Stone,Rhys Ifans,136 mins.,7.1
5453,14,Rich Moore,Animation | Adventure | Comedy | Family,John C. Reilly,Jack McBrayer,Jane Lynch,101 mins.,7.8
5454,15,Rian Johnson,Action | Crime | Sci-Fi | Thriller,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,119 mins.,7.5
5455,16,Stephen Chbosky,Drama | Romance,Logan Lerman,Emma Watson,Ezra Miller,102 mins.,8
5456,19,Tom Tykwer,Drama | Sci-Fi,Andy Wachowski,Tom Hanks,Halle Berry,172 mins.,7.5
5457,20,John Hillcoat,Crime | Drama,Tom Hardy,Shia LaBeouf,Guy Pearce,116 mins.,7.3
5458,21,Phil Lord,Action | Comedy | Crime,Christopher Miller,Jonah Hill,Channing Tatum,109 mins.,7.2
5459,22,Mark Andrews,Animation | Adventure | Comedy | Family | Fantasy,Brenda Chapman,Kelly Macdonald,Billy Connolly,93 mins.,7.2
5460,23,Genndy Tartakovsky,Animation | Comedy | Family | Fantasy,Adam Sandler,Kevin James,Andy Samberg,91 mins.,7.1
5461,24,Steven Spielberg,Biography | Drama | History | War,Daniel Day-Lewis,Sally Field,David Strathairn,150 mins.,7.4
5462,30,Josh Boone,Comedy | Drama | Romance,Greg Kinnear,Jennifer Connelly,Lily Collins,97 mins.,7.3
5463,32,Thomas Vinterberg,Drama,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,115 mins.,8.3
5464,33,Kathryn Bigelow,Drama | History | Thriller,Jessica Chastain,Joel Edgerton,Chris Pratt,157 mins.,7.4
5465,34,Wes Anderson,Adventure | Comedy | Drama | Romance,Jared Gilman,Kara Hayward,Bruce Willis,94 mins.,7.8
5466,35,Christopher McQuarrie,Action | Crime | Mystery | Thriller,Tom Cruise,Rosamund Pike,Richard Jenkins,130 mins.,7
5467,36,Ben Affleck,Biography | Drama | History | Thriller,Ben Affleck,Bryan Cranston,John Goodman,120 mins.,7.8
5468,37,Ang Lee,Adventure | Drama | Fantasy,Suraj Sharma,Irrfan Khan,Adil Hussain,127 mins.,8
5469,38,Jon Kasdan,Comedy | Drama | Romance,Dylan O'Brien,Britt Robertson,Victoria Justice,95 mins.,7
5470,39,Peter Ramsey,Animation | Adventure | Family | Fantasy,Hugh Jackman,Alec Baldwin,Isla Fisher,97 mins.,7.3
5471,43,Drew Goddard,Horror | Mystery | Thriller,Kristen Connolly,Chris Hemsworth,Anna Hutchison,95 mins.,7
5472,47,David Ayer,Crime | Drama | Thriller,Jake Gyllenhaal,Michael Peña,Anna Kendrick,109 mins.,7.7
5473,49,Derek Cianfrance,Crime | Drama | Thriller,Ryan Gosling,Bradley Cooper,Eva Mendes,140 mins.,7.3
5474,50,Wayne Blair,Biography | Comedy | Drama | Music | Musical,Chris O'Dowd,Deborah Mailman,Jessica Mauboy,103 mins.,7
5475,1,Peter Jackson,Adventure | Fantasy,Martin Freeman,Ian McKellen,Richard Armitage,169 mins.,7.9
5476,2,Christopher Nolan,Action | Thriller,Christian Bale,Tom Hardy,Anne Hathaway,164 mins.,8.5
5477,3,Sam Mendes,Action | Adventure | Thriller,Daniel Craig,Javier Bardem,Naomie Harris,143 mins.,7.8
5478,4,Joss Whedon,Action | Sci-Fi | Thriller,Robert Downey Jr.,Chris Evans,Scarlett Johansson,143 mins.,8.1
5479,5,Tom Hooper,Drama | Musical | Romance,Hugh Jackman,Russell Crowe,Anne Hathaway,158 mins.,7.6
5480,6,David O. Russell,Comedy | Drama | Romance,Bradley Cooper,Jennifer Lawrence,Robert De Niro,122 mins.,7.8
5481,9,Seth MacFarlane,Comedy | Fantasy,Mark Wahlberg,Mila Kunis,Seth MacFarlane,106 mins.,7
5482,10,Ridley Scott,Adventure | Mystery | Sci-Fi,Noomi Rapace,Logan Marshall-Green,Michael Fassbender,124 mins.,7
5483,11,Marc Webb,Action | Adventure | Fantasy,Andrew Garfield,Emma Stone,Rhys Ifans,136 mins.,7.1
5484,13,Rich Moore,Animation | Adventure | Comedy | Family,John C. Reilly,Jack McBrayer,Jane Lynch,101 mins.,7.8
5485,14,Rian Johnson,Action | Crime | Sci-Fi | Thriller,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,119 mins.,7.5
5486,15,Stephen Chbosky,Drama | Romance,Logan Lerman,Emma Watson,Ezra Miller,102 mins.,8
5487,18,Tom Tykwer,Drama | Sci-Fi,Andy Wachowski,Tom Hanks,Halle Berry,172 mins.,7.5
5488,19,John Hillcoat,Crime | Drama,Tom Hardy,Shia LaBeouf,Guy Pearce,116 mins.,7.3
5489,20,Phil Lord,Action | Comedy | Crime,Christopher Miller,Jonah Hill,Channing Tatum,109 mins.,7.2
5490,21,Mark Andrews,Animation | Adventure | Comedy | Family | Fantasy,Brenda Chapman,Kelly Macdonald,Billy Connolly,93 mins.,7.2
5491,22,Genndy Tartakovsky,Animation | Comedy | Family | Fantasy,Adam Sandler,Kevin James,Andy Samberg,91 mins.,7.1
5492,23,Steven Spielberg,Biography | Drama | History | War,Daniel Day-Lewis,Sally Field,David Strathairn,150 mins.,7.4
5493,29,Josh Boone,Comedy | Drama | Romance,Greg Kinnear,Jennifer Connelly,Lily Collins,97 mins.,7.3
5494,31,Thomas Vinterberg,Drama,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,115 mins.,8.3
5495,32,Kathryn Bigelow,Drama | History | Thriller,Jessica Chastain,Joel Edgerton,Chris Pratt,157 mins.,7.4
5496,33,Wes Anderson,Adventure | Comedy | Drama | Romance,Jared Gilman,Kara Hayward,Bruce Willis,94 mins.,7.8
5497,34,Christopher McQuarrie,Action | Crime | Mystery | Thriller,Tom Cruise,Rosamund Pike,Richard Jenkins,130 mins.,7
5498,35,Ben Affleck,Biography | Drama | History | Thriller,Ben Affleck,Bryan Cranston,John Goodman,120 mins.,7.8
5499,36,Ang Lee,Adventure | Drama | Fantasy,Suraj Sharma,Irrfan Khan,Adil Hussain,127 mins.,8
5500,37,Jon Kasdan,Comedy | Drama | Romance,Dylan O'Brien,Britt Robertson,Victoria Justice,95 mins.,7
5501,38,Peter Ramsey,Animation | Adventure | Family | Fantasy,Hugh Jackman,Alec Baldwin,Isla Fisher,97 mins.,7.3
5502,42,Drew Goddard,Horror | Mystery | Thriller,Kristen Connolly,Chris Hemsworth,Anna Hutchison,95 mins.,7
5503,46,David Ayer,Crime | Drama | Thriller,Jake Gyllenhaal,Michael Peña,Anna Kendrick,109 mins.,7.7
5504,48,Derek Cianfrance,Crime | Drama | Thriller,Ryan Gosling,Bradley Cooper,Eva Mendes,140 mins.,7.3
5505,49,Wayne Blair,Biography | Comedy | Drama | Music | Musical,Chris O'Dowd,Deborah Mailman,Jessica Mauboy,103 mins.,7
5506,1,Christopher Nolan,Action | Thriller,Christian Bale,Tom Hardy,Anne Hathaway,164 mins.,8.5
5507,2,Sam Mendes,Action | Adventure | Thriller,Daniel Craig,Javier Bardem,Naomie Harris,143 mins.,7.8
5508,3,Joss Whedon,Action | Sci-Fi | Thriller,Robert Downey Jr.,Chris Evans,Scarlett Johansson,143 mins.,8.1
5509,4,Tom Hooper,Drama | Musical | Romance,Hugh Jackman,Russell Crowe,Anne Hathaway,158 mins.,7.6
5510,5,David O. Russell,Comedy | Drama | Romance,Bradley Cooper,Jennifer Lawrence,Robert De Niro,122 mins.,7.8
5511,8,Seth MacFarlane,Comedy | Fantasy,Mark Wahlberg,Mila Kunis,Seth MacFarlane,106 mins.,7
5512,9,Ridley Scott,Adventure | Mystery | Sci-Fi,Noomi Rapace,Logan Marshall-Green,Michael Fassbender,124 mins.,7
5513,10,Marc Webb,Action | Adventure | Fantasy,Andrew Garfield,Emma Stone,Rhys Ifans,136 mins.,7.1
5514,12,Rich Moore,Animation | Adventure | Comedy | Family,John C. Reilly,Jack McBrayer,Jane Lynch,101 mins.,7.8
5515,13,Rian Johnson,Action | Crime | Sci-Fi | Thriller,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,119 mins.,7.5
5516,14,Stephen Chbosky,Drama | Romance,Logan Lerman,Emma Watson,Ezra Miller,102 mins.,8
5517,17,Tom Tykwer,Drama | Sci-Fi,Andy Wachowski,Tom Hanks,Halle Berry,172 mins.,7.5
5518,18,John Hillcoat,Crime | Drama,Tom Hardy,Shia LaBeouf,Guy Pearce,116 mins.,7.3
5519,19,Phil Lord,Action | Comedy | Crime,Christopher Miller,Jonah Hill,Channing Tatum,109 mins.,7.2
5520,20,Mark Andrews,Animation | Adventure | Comedy | Family | Fantasy,Brenda Chapman,Kelly Macdonald,Billy Connolly,93 mins.,7.2
5521,21,Genndy Tartakovsky,Animation | Comedy | Family | Fantasy,Adam Sandler,Kevin James,Andy Samberg,91 mins.,7.1
5522,22,Steven Spielberg,Biography | Drama | History | War,Daniel Day-Lewis,Sally Field,David Strathairn,150 mins.,7.4
5523,28,Josh Boone,Comedy | Drama | Romance,Greg Kinnear,Jennifer Connelly,Lily Collins,97 mins.,7.3
5524,30,Thomas Vinterberg,Drama,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,115 mins.,8.3
5525,31,Kathryn Bigelow,Drama | History | Thriller,Jessica Chastain,Joel Edgerton,Chris Pratt,157 mins.,7.4
